AGE,CAPITAL-LOSS,FNLWGT,EDUCATION,EDUCATION-NUM,MARITAL-STATUS,HOURS-PER-WEEK,RELATIONSHIP,RACE,SEX,CAPITAL-GAIN,CLASS
52,0,135716,8,9,1,70,3,1,2,0,1
47,0,44216,8,9,2,45,6,1,1,0,1
28,0,37359,14,11,1,50,3,1,2,99999,0
24,0,178255,10,10,1,40,1,1,1,0,1
30,0,70617,11,14,1,10,3,2,2,0,1
30,0,154950,10,10,1,60,3,1,2,15024,0
40,0,356934,13,12,2,40,4,1,2,0,0
27,0,271714,10,10,3,30,2,1,1,0,1
26,0,247025,8,9,3,44,6,1,2,0,1
32,0,107417,8,9,3,37,4,1,2,0,1
36,0,116554,9,13,3,40,4,1,1,0,1
26,0,917220,7,8,3,40,2,4,2,0,1
25,0,430084,10,10,3,40,4,4,2,0,1
39,0,202937,10,10,2,40,4,1,1,0,1
27,0,62737,14,11,1,40,3,1,2,0,1
24,0,508548,8,9,1,50,3,1,2,0,1
38,0,275223,9,13,1,40,3,1,2,7688,0
35,0,381931,8,9,1,55,3,1,2,0,1
29,0,246974,14,11,3,40,4,1,2,0,1
49,0,105431,8,9,2,40,4,4,1,0,1
36,0,146311,4,5,1,40,3,1,2,0,1
47,0,159869,15,16,1,50,3,1,2,0,1
21,0,204641,10,10,3,40,2,1,2,0,1
35,0,66297,9,13,3,40,4,2,1,0,0
38,0,227615,1,2,1,40,3,1,2,0,1
66,0,107744,10,10,1,40,3,1,2,0,1
45,1902,360393,11,14,1,50,3,1,2,0,0
19,0,263340,10,10,3,15,2,1,1,0,1
18,0,141918,8,9,3,22,2,1,2,0,1
37,0,294292,12,15,1,40,3,1,2,0,1
49,0,128736,9,13,3,40,6,1,1,0,1
33,0,511289,14,11,1,48,3,1,2,0,0
27,0,302406,10,10,1,40,3,1,2,0,0
34,0,101517,10,10,2,35,6,1,1,0,1
54,0,161334,11,14,6,40,4,2,1,0,1
24,0,189148,10,10,3,40,2,1,2,0,1
44,0,103111,12,15,1,60,3,1,2,0,0
48,0,51620,9,13,4,50,4,1,2,0,1
23,0,31606,8,9,3,40,6,1,1,0,1
29,0,34292,8,9,3,38,2,1,2,0,1
21,0,107882,13,12,3,9,2,1,1,0,1
18,0,39529,7,8,3,32,2,1,1,0,1
18,0,135315,4,5,3,32,2,4,1,0,1
29,0,107812,8,9,2,40,4,1,2,0,1
29,0,229729,8,9,3,40,4,1,2,0,1
41,0,111891,8,9,4,40,5,4,1,0,1
32,0,340917,8,9,3,40,4,1,2,0,1
61,0,202952,5,6,2,24,4,4,1,0,1
79,0,333230,8,9,6,6,4,1,2,0,1
34,0,114955,13,12,2,40,4,1,2,0,1
46,0,159869,9,13,1,40,3,1,2,0,0
50,0,57758,14,11,1,60,3,1,2,0,0
29,0,207064,8,9,1,40,3,1,2,0,1
23,0,193090,10,10,3,40,4,1,1,3674,1
64,0,151364,10,10,3,40,4,1,1,0,1
70,0,88638,11,14,3,50,6,1,1,7896,0
28,1980,304960,13,12,3,40,4,1,1,0,1
51,0,102828,14,11,1,40,3,1,2,0,1
20,0,210029,10,10,3,40,2,1,1,0,1
34,0,154246,9,13,2,55,4,1,2,4865,1
29,0,142519,8,9,3,40,2,1,2,0,1
49,0,104455,9,13,6,40,4,2,2,0,1
77,0,192230,10,10,1,40,3,1,2,0,1
32,0,292592,8,9,3,35,2,1,1,0,1
27,0,330132,9,13,1,40,1,1,1,0,0
22,0,51111,10,10,3,40,4,1,1,0,1
35,0,258037,8,9,1,40,3,1,2,0,0
42,1902,188291,9,13,1,40,3,1,2,0,0
35,0,349066,8,9,2,40,2,1,2,0,1
62,0,191188,8,9,1,40,3,1,2,0,1
33,0,133503,8,9,1,16,3,1,2,2635,1
45,0,146497,10,10,5,55,6,1,1,0,1
19,1602,240468,10,10,6,40,2,1,1,0,1
38,0,175120,8,9,2,40,4,1,2,0,1
26,0,416577,8,9,1,45,3,4,2,0,1
29,0,253814,9,13,3,45,4,1,1,0,1
33,0,159247,9,13,1,40,3,1,2,0,0
35,0,102471,8,9,2,80,4,1,2,0,1
42,0,213464,10,10,1,40,3,1,2,0,1
20,0,211968,14,11,3,20,2,1,1,0,1
43,0,32016,11,14,1,40,3,1,2,0,0
69,0,512992,6,7,1,45,3,4,2,0,1
39,0,135020,8,9,3,40,2,1,2,0,1
37,0,109133,8,9,1,40,3,1,2,0,1
28,0,142712,10,10,1,40,3,1,2,0,1
26,0,76900,9,13,3,40,4,1,2,0,1
32,0,112176,10,10,2,30,2,1,2,0,1
43,0,262233,9,13,2,40,4,1,2,0,0
49,0,122066,8,9,1,30,3,1,2,0,1
28,0,194690,3,4,4,60,2,1,2,0,1
35,0,306678,8,9,1,40,3,1,2,2885,1
19,0,217769,10,10,3,10,2,1,1,594,1
35,0,308945,8,9,1,40,3,1,2,0,0
57,0,46699,8,9,1,40,1,1,1,0,1
45,0,377757,4,5,1,40,3,1,2,0,1
23,1590,220993,8,9,3,48,4,1,2,0,1
45,0,102147,8,9,1,40,3,1,2,0,1
42,0,113770,8,9,1,40,1,1,1,0,1
35,0,139012,9,13,1,40,3,2,2,0,1
45,0,148900,9,13,1,50,3,1,2,0,0
28,0,329426,9,13,3,40,4,1,2,0,1
64,0,181408,14,11,1,10,3,1,2,0,1
44,0,101950,12,15,4,40,6,1,1,0,1
59,0,32537,8,9,1,40,3,1,2,0,0
41,0,209547,8,9,3,40,4,1,2,0,1
21,0,202373,10,10,3,25,2,4,2,0,1
29,0,151476,14,11,3,40,4,1,1,2174,1
51,0,174824,8,9,3,40,4,1,2,8614,0
22,0,138768,8,9,3,40,2,1,2,0,1
49,0,143482,8,9,2,40,6,1,1,0,1
53,0,200190,13,12,1,80,3,1,2,0,0
38,0,168407,10,10,2,44,6,1,1,5721,1
23,0,148315,10,10,4,40,2,1,2,0,1
20,0,270517,8,9,3,40,2,1,1,0,1
40,0,53506,9,13,2,40,2,1,1,0,1
25,0,105693,9,13,3,40,4,1,1,0,1
27,0,189589,10,10,2,40,4,1,1,0,1
20,0,164574,8,9,3,30,2,1,2,0,1
37,0,185744,8,9,1,20,1,1,1,0,1
40,0,33155,8,9,3,40,2,1,2,0,1
28,0,215955,9,13,1,40,3,1,2,3103,0
38,0,233571,8,9,4,40,6,1,1,0,1
42,0,211253,9,13,2,40,6,1,1,0,1
32,0,191385,13,12,2,40,4,1,2,2174,1
20,0,137895,8,9,1,45,3,1,2,0,1
62,0,159699,9,13,1,38,3,1,2,0,1
31,0,295922,10,10,3,40,4,1,2,0,1
31,0,175856,8,9,1,60,3,1,2,0,1
24,0,216129,8,9,3,40,2,1,2,0,1
62,0,407669,3,4,5,35,4,4,1,0,1
43,0,214242,10,10,1,40,3,1,2,0,0
21,0,285457,10,10,3,50,2,1,2,0,1
30,0,124420,8,9,2,40,4,1,2,4650,1
22,0,246386,8,9,3,40,6,4,1,0,1
18,0,142751,5,6,3,40,4,1,2,0,1
59,0,283635,11,14,2,40,4,1,1,0,1
24,1902,322931,3,4,1,40,3,1,2,0,0
49,0,76482,8,9,1,40,3,1,2,0,1
19,0,431745,6,7,3,30,2,1,2,0,1
48,0,141944,8,9,1,40,3,1,2,4386,0
32,0,193042,12,15,1,60,3,1,2,15024,0
33,0,67006,5,6,3,45,4,1,1,0,1
23,0,240398,9,13,3,15,4,4,2,0,1
33,0,182714,12,15,3,65,4,1,1,0,0
50,0,172046,10,10,1,40,3,1,2,0,0
30,0,185177,9,13,1,43,3,1,2,0,1
32,2002,102858,13,12,1,42,3,1,2,0,1
39,0,84954,10,10,1,65,3,1,2,2829,1
21,0,115895,10,10,3,20,2,1,1,0,1
23,0,184589,9,13,3,21,2,1,1,0,1
32,0,282611,9,13,3,40,4,1,1,0,1
57,0,218649,8,9,1,40,3,1,2,0,1
22,0,157541,10,10,3,10,4,1,2,0,1
70,0,145419,8,9,5,5,6,1,1,0,1
34,0,122616,10,10,1,84,3,1,2,0,0
53,0,204584,11,14,2,40,4,1,1,0,1
21,0,117210,10,10,3,45,2,1,2,0,1
37,0,69481,8,9,2,40,4,1,2,0,1
60,1485,148492,8,9,1,50,3,1,2,0,0
23,0,106957,6,7,3,40,2,2,2,14344,0
32,0,29312,5,6,1,80,3,1,2,0,0
57,0,120302,8,9,1,40,3,1,2,0,1
65,0,111916,8,9,1,40,3,1,2,0,1
25,0,182227,10,10,3,30,4,1,2,0,1
30,0,219110,8,9,1,46,3,1,2,0,1
31,0,200192,8,9,2,40,4,1,1,0,1
19,0,427862,10,10,3,35,2,1,2,0,1
23,0,33551,9,13,1,38,3,1,2,0,1
44,0,164043,8,9,1,40,3,1,2,0,1
43,0,116632,10,10,1,45,3,1,2,0,0
42,0,175133,10,10,3,40,6,4,1,0,1
34,0,289731,6,7,1,40,3,1,2,0,1
32,0,256362,8,9,1,40,3,1,2,0,0
25,0,282612,14,11,3,40,6,4,1,0,1
21,0,73679,10,10,3,40,2,1,1,0,1
31,0,237824,8,9,6,60,5,4,1,0,1
36,0,357720,14,11,3,40,4,1,1,0,1
49,0,155489,10,10,1,65,3,1,2,0,1
44,0,138077,9,13,2,32,6,1,1,0,1
42,0,183479,14,11,1,40,3,1,2,0,0
30,0,103596,8,9,3,99,4,1,2,0,1
33,0,172304,5,6,1,40,3,1,2,0,1
36,0,313853,9,13,2,45,6,4,2,0,0
17,0,294485,5,6,3,30,2,1,2,0,1
20,0,637080,10,10,3,25,4,1,2,0,1
32,0,385959,8,9,3,50,2,1,2,0,1
33,0,116539,8,9,1,40,3,1,2,0,1
37,0,129263,10,10,2,60,6,1,1,0,1
60,0,141253,5,6,2,48,4,1,2,0,1
35,0,35626,10,10,2,15,6,1,1,0,1
43,0,94937,9,13,2,40,6,1,1,0,1
46,0,220269,10,10,1,40,3,1,2,0,0
29,0,169544,8,9,1,40,3,1,2,5178,0
36,0,214604,9,13,1,42,3,1,2,0,0
27,0,81540,8,9,1,40,3,1,2,0,0
50,0,24013,10,10,1,84,3,1,2,0,0
22,0,124940,10,10,1,44,1,3,1,0,1
33,0,313729,11,14,3,60,4,1,2,0,1
61,0,192237,5,6,2,40,6,1,1,0,1
28,0,168524,14,11,1,40,2,1,1,0,1
41,0,113324,14,11,1,70,3,1,2,0,0
22,0,215477,10,10,3,40,2,1,2,0,1
27,0,199903,9,13,3,40,4,1,1,0,1
25,0,431861,8,9,1,40,3,1,2,0,1
32,1602,105938,8,9,3,20,2,4,1,0,1
28,0,274679,11,14,3,50,4,1,2,0,1
25,1590,177499,9,13,3,35,2,1,2,0,1
28,0,206125,10,10,1,40,3,1,2,0,1
37,0,221740,9,13,1,30,1,1,1,0,0
58,0,202652,8,9,5,37,4,1,1,0,1
39,0,348960,8,9,1,40,3,1,2,0,1
33,0,171876,10,10,2,40,6,1,1,0,1
59,0,157932,5,6,1,40,3,1,2,0,0
58,0,201344,9,13,2,20,2,1,1,0,1
38,0,354739,14,11,1,36,3,2,2,0,0
34,0,40067,10,10,1,40,3,1,2,0,1
31,0,326862,10,10,2,40,2,4,2,0,1
48,0,189762,8,9,1,40,3,1,2,0,0
65,0,149049,8,9,1,40,3,1,2,0,1
45,0,226246,8,9,2,50,4,1,2,0,1
80,0,29020,12,15,1,10,3,1,2,10605,0
23,0,38251,8,9,3,40,2,1,1,0,1
33,0,196385,11,14,1,37,3,1,2,0,0
38,0,217054,10,10,2,40,4,1,2,0,1
44,0,104973,11,14,1,40,3,1,2,0,0
48,0,238959,11,14,2,40,6,4,1,9562,0
40,0,34218,8,9,1,40,3,1,2,0,1
19,0,292962,8,9,3,40,5,4,1,0,1
45,0,235924,9,13,2,40,2,1,1,0,1
34,0,98656,10,10,3,40,4,1,1,0,1
70,0,102610,10,10,2,80,4,1,2,0,1
32,0,296466,11,14,3,60,4,1,2,0,1
33,0,323069,14,11,2,40,6,1,1,0,1
24,0,184756,9,13,3,40,4,1,1,0,1
30,0,233993,9,13,3,15,2,1,1,0,1
22,0,130724,10,10,3,25,2,4,2,0,1
52,0,181855,12,15,1,65,3,4,2,99999,0
67,0,127543,5,6,1,80,3,1,2,2414,1
40,1672,187164,8,9,1,45,3,1,2,0,1
55,0,113912,14,11,1,20,1,1,1,0,1
29,0,216479,8,9,2,40,4,1,1,0,1
62,0,135480,8,9,1,16,3,1,2,0,1
22,0,204160,8,9,2,40,2,1,1,0,1
64,0,114650,4,5,1,40,3,1,2,0,1
29,0,240172,9,13,3,50,5,1,2,0,1
28,0,184831,10,10,1,40,3,1,2,0,1
25,0,124590,8,9,3,40,5,1,2,0,1
47,0,120429,15,16,1,50,3,1,2,15024,0
26,0,202033,9,13,1,40,3,1,2,0,0
18,0,156874,7,8,3,27,2,1,2,0,1
52,0,177727,5,6,1,45,3,1,2,4064,1
48,0,334409,9,13,1,50,1,1,1,0,0
36,0,311255,8,9,1,40,3,4,2,0,1
23,0,214227,14,11,2,30,4,1,1,0,1
41,0,115849,8,9,1,40,3,1,2,0,1
56,0,671292,8,9,1,38,3,1,2,0,0
53,0,31460,8,9,2,40,4,1,2,0,1
26,0,141824,10,10,2,40,4,1,1,0,1
22,0,310152,10,10,3,40,4,1,2,3325,1
25,0,179953,11,14,3,31,2,1,1,2597,1
31,0,137952,10,10,1,40,3,4,2,0,1
36,0,103323,13,12,1,40,3,1,2,2829,1
46,0,174426,10,10,1,40,3,1,2,0,1
46,2258,192779,13,12,2,38,6,1,2,0,0
32,0,169955,10,10,1,36,1,1,1,0,1
43,0,48087,8,9,3,60,4,1,2,0,1
30,0,132601,9,13,1,50,3,1,2,99999,0
41,0,253060,9,13,1,45,3,1,2,7688,0
50,0,108435,11,14,1,60,3,1,2,99999,0
37,0,210452,11,14,1,38,3,1,2,0,1
22,0,134181,8,9,3,50,5,1,2,0,1
51,0,45487,8,9,1,80,3,1,2,0,1
47,0,183522,10,10,1,40,1,4,1,0,0
40,0,199303,8,9,1,40,3,1,2,0,1
46,0,83064,10,10,1,40,3,1,2,0,1
23,0,134997,10,10,4,20,6,1,1,0,1
30,0,44419,10,10,3,40,6,1,1,0,1
27,0,442612,8,9,1,65,3,1,2,0,0
31,0,158092,10,10,3,35,2,1,1,0,1
31,0,374833,1,2,1,40,3,1,2,0,1
30,0,112650,8,9,2,40,2,1,2,0,1
50,0,183390,9,13,4,40,4,1,2,0,0
27,0,207418,9,13,3,50,4,1,1,0,1
22,0,335453,10,10,3,16,2,1,1,0,1
29,0,243660,8,9,1,50,3,1,2,0,0
28,0,54243,8,9,2,60,4,1,2,0,1
54,0,50385,9,13,2,45,4,4,1,0,0
47,0,187581,14,11,1,48,3,1,2,0,0
34,0,37380,8,9,6,40,6,1,1,0,1
26,0,247025,10,10,3,40,4,1,2,0,1
53,0,29231,3,4,1,35,3,1,2,0,1
23,0,101094,10,10,3,60,2,1,2,0,1
42,0,176716,11,14,2,40,4,1,2,0,1
36,0,118429,8,9,1,50,3,1,2,0,1
52,0,221532,9,13,1,45,3,1,2,0,0
22,0,120572,10,10,3,40,2,1,1,0,1
27,0,124680,11,14,3,40,4,1,1,0,1
42,0,153160,8,9,5,40,6,1,1,0,1
39,0,114678,8,9,2,40,6,4,1,5455,1
49,0,142856,8,9,1,40,3,1,2,0,0
36,0,29702,8,9,1,40,3,1,2,7688,0
20,0,277700,0,1,3,32,2,1,2,0,1
55,0,67433,8,9,1,60,3,1,2,0,1
47,0,121124,4,5,1,40,3,1,2,0,1
33,0,394447,11,14,1,33,3,1,2,0,0
36,0,79649,10,10,1,40,3,1,2,0,1
39,0,203763,15,16,2,80,6,1,1,0,1
55,0,229029,9,13,1,48,3,1,2,15024,0
21,0,494638,13,12,3,15,2,1,2,0,1
48,0,162816,13,12,1,45,3,1,2,0,1
30,0,109117,14,11,3,45,2,1,2,0,1
24,0,32732,8,9,1,50,3,1,2,0,1
57,0,217692,8,9,5,38,4,1,1,0,1
20,0,34590,10,10,3,60,2,1,2,0,1
18,1602,276864,10,10,3,20,2,1,1,0,1
56,0,168625,8,9,2,40,4,1,1,4101,1
36,0,91037,8,9,1,40,1,1,1,0,0
44,0,171484,5,6,1,40,3,1,2,0,0
57,0,200453,8,9,1,40,3,1,2,15024,0
57,0,36990,8,9,1,52,3,4,2,0,1
33,0,198211,8,9,1,40,3,1,2,0,1
61,0,30475,3,4,1,40,3,1,2,0,0
39,0,70995,9,13,1,99,3,1,2,15024,0
28,0,245790,8,9,3,40,2,1,2,0,1
31,1721,273324,10,10,3,16,2,1,2,0,1
60,0,182687,13,12,2,40,4,1,1,0,1
36,0,247807,14,11,3,40,4,1,2,0,0
58,0,163113,8,9,5,35,4,1,1,0,0
50,0,180522,10,10,3,38,4,1,2,0,1
23,0,203353,9,13,3,12,2,1,1,0,1
30,0,87469,8,9,3,40,4,1,2,0,1
20,0,216563,6,7,3,40,5,1,2,0,1
90,0,87372,12,15,1,72,3,1,2,20051,0
49,0,173584,9,13,3,50,4,1,1,0,1
47,0,80282,9,13,1,40,3,1,2,3137,1
34,0,319854,15,16,3,40,4,1,2,0,0
37,0,408229,8,9,2,40,6,1,1,0,1
25,0,431307,5,6,1,50,1,4,1,0,1
37,0,134088,13,12,3,40,4,1,1,0,1
47,0,246396,8,9,1,40,3,1,2,0,1
34,0,159255,8,9,1,60,3,1,2,0,0
34,0,106014,10,10,3,40,4,1,2,0,1
35,0,186934,8,9,1,50,3,1,2,7688,0
39,0,120130,10,10,4,40,2,1,2,0,1
32,0,203849,3,4,1,19,3,1,2,0,1
24,0,207940,8,9,1,30,1,1,1,0,1
28,0,302406,12,15,3,60,4,1,2,0,1
41,2179,144594,3,4,1,40,3,1,2,0,1
69,0,171050,8,9,5,9,4,1,1,0,1
32,0,459007,8,9,1,90,3,1,2,0,1
58,0,372181,8,9,2,40,6,1,1,0,0
47,0,172034,8,9,1,75,3,1,2,0,0
41,0,156566,9,13,1,50,3,1,2,4386,0
35,0,338320,8,9,1,50,3,1,2,0,0
24,0,353696,10,10,3,20,2,1,2,0,1
46,0,342907,8,9,1,60,3,4,2,0,0
69,0,169717,9,13,1,45,3,1,2,6418,0
22,0,103762,9,13,3,40,2,1,1,0,1
36,0,47570,11,14,3,40,4,1,1,0,1
31,0,119432,9,13,1,40,3,1,2,0,0
23,0,144165,9,13,3,30,2,3,2,0,1
35,0,180647,10,10,3,40,4,4,1,0,1
37,0,312232,9,13,1,40,3,1,2,5178,0
35,0,150488,9,13,3,40,4,1,1,0,1
18,0,200876,6,7,3,16,2,1,2,0,1
43,0,188199,4,5,2,40,6,1,1,0,1
53,0,118793,8,9,1,40,3,1,2,0,1
54,0,204325,10,10,1,52,3,1,2,0,1
29,0,256671,8,9,1,40,1,1,1,0,1
46,0,231515,13,12,3,47,4,1,1,0,1
24,0,100669,10,10,3,30,2,2,2,0,1
30,0,88913,10,10,4,40,6,2,1,0,1
23,0,363219,10,10,3,6,4,1,1,0,1
27,0,291547,9,13,1,6,4,4,1,0,1
36,0,308945,8,9,1,40,3,1,2,0,1
38,0,100316,9,13,1,35,3,1,2,0,1
33,0,296453,11,14,1,15,3,1,2,0,1
66,0,298834,10,10,1,40,3,1,2,0,1
45,0,188694,8,9,1,40,3,1,2,0,1
68,0,29240,8,9,5,12,4,1,1,0,1
37,0,186934,8,9,1,60,3,1,2,15024,0
17,0,154908,5,6,3,10,2,1,1,0,1
31,0,22201,8,9,1,40,3,3,2,0,0
46,0,216999,9,13,3,55,4,1,2,0,0
40,0,186916,9,13,1,40,3,1,2,0,1
34,0,116677,10,10,1,40,3,1,2,0,1
56,0,95763,5,6,2,45,4,1,2,0,1
42,0,266710,10,10,4,41,6,4,1,0,1
46,0,117849,11,14,1,55,3,1,2,0,0
30,0,242460,8,9,4,50,4,1,2,0,1
33,0,202729,9,13,1,40,3,1,2,0,0
47,0,181652,8,9,1,40,1,1,1,0,1
57,0,174760,13,12,6,40,6,3,2,0,1
34,0,56121,6,7,2,40,6,1,2,0,1
40,0,390369,8,9,2,40,2,1,2,0,1
33,0,149726,8,9,1,40,3,1,2,0,0
22,0,51262,8,9,3,40,2,1,2,0,1
29,0,190350,7,8,3,35,6,4,1,0,1
53,0,205288,8,9,1,35,1,1,1,7688,0
36,0,154835,8,9,4,40,2,2,1,0,1
45,0,89028,8,9,2,40,4,2,2,10520,0
36,0,194630,10,10,2,40,6,1,1,0,1
18,0,212207,8,9,3,11,2,1,2,0,1
27,0,204788,8,9,3,40,4,1,1,0,1
30,0,158688,8,9,1,40,3,1,2,0,1
34,0,97723,9,13,1,40,3,1,2,0,0
36,0,193026,9,13,1,40,3,1,2,0,0
36,0,257250,3,4,3,75,2,1,2,0,1
48,0,355978,11,14,1,40,3,1,2,0,1
41,1977,200574,12,15,1,60,3,1,2,0,0
21,0,376929,2,3,3,40,4,1,1,0,1
47,0,123219,11,14,1,38,3,1,2,0,0
41,0,82778,1,2,1,40,3,1,2,0,1
61,0,115882,1,2,1,20,3,1,2,0,1
64,0,103021,3,4,1,40,3,1,2,0,1
35,0,297767,10,10,4,40,4,4,2,0,1
44,0,259479,8,9,2,50,6,1,2,0,1
20,0,167787,10,10,3,20,2,1,1,0,1
23,0,40021,10,10,2,70,6,1,1,0,1
52,0,245275,5,6,1,35,1,1,1,0,1
43,0,37402,11,14,3,25,4,1,1,0,1
32,0,103608,9,13,1,40,3,2,2,0,1
63,0,137192,9,13,1,40,3,2,2,0,1
29,0,137618,10,10,3,41,4,1,1,0,0
42,0,96509,10,10,1,60,3,2,2,0,1
65,0,196174,5,6,2,28,4,1,1,0,1
24,0,172612,8,9,1,40,3,1,2,0,1
42,0,141186,10,10,3,40,2,1,1,0,1
35,0,228190,8,9,1,40,3,4,2,0,1
40,0,190290,9,13,1,40,3,1,2,0,0
38,0,307404,10,10,2,40,6,1,1,0,1
26,0,152436,8,9,2,50,4,1,1,0,1
46,1672,182541,8,9,1,50,3,1,2,0,1
39,0,282153,10,10,3,20,2,1,1,0,1
29,0,41281,9,13,6,50,4,1,2,0,1
42,0,162003,15,16,3,36,4,1,2,0,0
36,0,190759,9,13,1,45,3,1,2,0,0
26,0,208122,10,10,2,45,4,1,2,0,1
57,1902,173832,9,13,1,40,3,1,2,0,0
55,0,129173,8,9,3,40,4,4,2,0,1
35,0,287548,10,10,1,55,3,1,2,0,0
41,0,216116,8,9,4,40,6,4,1,0,1
24,0,146706,10,10,3,30,4,1,1,0,1
47,0,285200,8,9,1,40,3,1,2,0,1
34,0,314375,10,10,1,60,3,1,2,0,0
44,0,203943,9,13,1,35,3,4,2,0,0
18,0,274746,8,9,3,20,6,1,1,0,1
27,0,517000,9,13,3,35,4,1,2,0,1
36,0,66173,9,13,3,50,4,1,1,0,1
21,0,182823,9,13,3,30,2,1,2,0,1
29,0,159479,8,9,1,55,3,4,2,0,1
25,0,135568,8,9,1,40,3,1,2,0,1
73,0,333676,8,9,1,50,3,1,2,0,1
45,0,201699,14,11,1,40,3,1,2,0,0
28,0,96020,9,13,1,50,1,1,1,0,0
43,0,176138,9,13,1,50,3,1,2,0,1
47,0,47496,8,9,2,42,4,1,2,0,1
20,0,187158,10,10,3,15,2,1,1,0,1
22,0,249727,10,10,3,20,2,1,2,0,1
76,0,237624,3,4,1,10,3,1,2,0,1
24,0,175254,10,10,3,40,4,4,2,0,1
54,0,42924,10,10,1,50,3,1,2,0,1
30,0,205950,10,10,1,40,3,1,2,0,0
33,0,111985,10,10,1,58,3,1,2,0,1
30,0,167476,10,10,2,50,4,1,2,0,1
40,0,221172,13,12,1,50,3,1,2,0,0
27,0,188711,10,10,2,30,4,1,2,0,1
49,0,199448,14,11,2,40,6,1,1,0,1
30,0,313038,8,9,3,40,4,1,2,0,1
22,0,148431,8,9,3,40,4,4,1,0,1
19,0,112432,8,9,1,58,3,1,2,0,1
46,0,57914,8,9,1,40,3,1,2,0,1
51,0,145166,8,9,1,50,3,1,2,0,1
56,0,247119,3,4,5,40,6,4,1,0,1
53,0,196278,10,10,5,40,4,1,1,0,1
60,0,366531,14,11,5,40,4,1,1,0,1
27,0,216481,9,13,3,40,4,1,1,0,1
46,0,188027,10,10,3,45,6,1,1,0,1
37,0,66686,8,9,1,40,3,1,2,0,0
41,0,74775,9,13,1,30,3,2,2,0,1
65,0,325537,14,11,1,50,3,1,2,0,0
30,0,250499,10,10,1,55,1,1,1,0,0
57,0,192869,8,9,1,72,3,1,2,0,1
44,0,121352,10,10,1,50,3,1,2,0,1
32,0,70985,8,9,1,40,3,1,2,4064,1
27,0,123116,8,9,1,40,3,1,2,0,1
57,0,339163,10,10,5,40,6,1,1,0,1
59,0,124771,9,13,1,30,3,1,2,0,1
32,0,167531,12,15,1,50,1,2,1,15024,0
90,4356,77053,8,9,5,40,4,1,1,0,1
22,0,199266,9,13,3,30,4,1,1,0,1
39,0,190728,8,9,3,40,4,1,1,0,1
43,0,99212,14,11,1,48,3,1,2,3103,0
38,0,421446,9,13,1,50,3,4,2,0,0
61,0,215944,4,5,2,25,4,1,2,0,1
24,0,72310,10,10,3,43,2,1,2,0,1
25,0,57512,10,10,3,45,4,1,2,0,1
44,0,89413,14,11,1,40,3,1,2,0,1
55,0,28151,8,9,2,40,4,1,1,0,0
90,0,46786,9,13,1,15,3,1,2,9386,0
30,0,226943,8,9,2,35,6,1,1,0,1
44,0,182402,8,9,1,40,3,1,2,0,0
36,0,305352,5,6,2,40,5,4,2,0,1
63,0,189253,10,10,1,45,3,1,2,0,0
60,0,296485,2,3,1,40,3,1,2,0,1
34,0,204375,12,15,3,60,4,1,1,0,0
49,0,249585,6,7,1,65,3,1,2,0,1
47,0,148995,11,14,1,65,3,1,2,0,0
42,0,168071,8,9,1,43,3,1,2,0,0
53,0,194995,2,3,1,45,3,1,2,0,1
23,0,211049,10,10,3,40,4,1,1,4101,1
28,0,196630,14,11,4,40,6,1,1,0,1
20,0,50397,10,10,1,35,3,4,2,0,1
43,0,177905,8,9,1,40,3,1,2,3908,1
32,1977,204374,12,15,1,60,3,1,2,0,0
43,0,60001,9,13,2,44,6,1,2,0,0
31,0,223046,8,9,1,60,3,1,2,0,1
29,0,44921,8,9,1,40,1,1,1,0,1
24,0,154571,10,10,3,20,2,2,2,0,1
39,0,67136,14,11,4,40,4,2,2,0,1
29,0,188675,10,10,1,40,3,4,2,0,0
20,0,390817,2,3,3,25,4,1,2,0,1
23,0,145964,10,10,3,40,4,1,2,0,1
42,0,30424,6,7,4,38,6,1,1,0,1
53,0,548361,8,9,1,40,3,1,2,0,1
20,0,189148,8,9,1,48,3,1,2,0,1
58,2179,266707,1,2,1,18,3,1,2,0,1
51,0,311569,8,9,2,40,4,1,2,0,1
25,0,187653,8,9,3,48,4,1,2,0,1
38,0,235379,13,12,3,36,6,1,1,0,1
41,0,188615,10,10,1,40,3,1,2,0,0
58,0,322691,9,13,1,40,3,1,2,0,0
25,0,184698,5,6,3,40,4,1,2,0,1
50,0,144361,8,9,1,40,3,1,2,0,1
32,0,130057,9,13,1,45,3,1,2,0,0
31,0,117963,15,16,3,40,2,1,2,0,1
22,0,123876,10,10,3,20,2,1,1,0,1
37,0,248445,8,9,2,40,5,1,2,0,1
32,0,207172,10,10,3,40,5,1,1,0,1
46,1564,119904,12,15,3,55,4,1,1,0,0
62,0,134768,8,9,1,40,3,1,2,0,0
40,0,269168,8,9,1,40,3,4,2,0,1
56,0,132026,9,13,1,45,3,4,2,7688,0
37,0,60722,10,10,2,40,4,2,1,0,0
41,0,648223,1,2,6,40,6,1,2,0,1
56,0,298695,3,4,1,48,3,1,2,0,1
20,0,219835,10,10,3,30,4,1,2,0,1
34,0,313729,9,13,1,60,3,1,2,0,0
45,0,140644,8,9,1,50,3,1,2,0,0
30,0,203488,10,10,1,40,3,1,2,0,0
51,0,132341,8,9,1,45,3,1,2,0,0
27,0,161683,6,7,1,42,3,1,2,0,1
38,0,312771,14,11,1,40,3,1,2,0,0
